iter	RMSE
291	0.06425286403
292	0.06412952894
293	0.06387407829
294	0.06379654575
295	0.06367070839
296	0.06361707636
297	0.06343743941
298	0.06329034098
299	0.06314782234
300	0.06304304087
301	0.06278988789
302	0.06269924836
303	0.06261213953
304	0.06227825454
305	0.06203036315
306	0.06201886078
307	0.06194987027
308	0.06182399018
309	0.06172246439
310	0.06160234757
311	0.06154487515
312	0.061288883
313	0.06113261426
314	0.06093427734
315	0.06085657441
316	0.06059751032
317	0.06058988093
318	0.06044221066
319	0.06022527101
320	0.06016290838
321	0.06014201417
322	0.06005320111
323	0.05982926182
324	0.05977988723
325	0.05965691394
326	0.05959602661
327	0.05948025792
328	0.05939694102
329	0.05919424828
330	0.05907883435
331	0.05867199424
332	0.0586184794
333	0.05838971881
334	0.05832708867
335	0.0582143229
336	0.05816004806
337	0.05811695206
338	0.05806121662
339	0.05784909849
340	0.05761258955
341	0.05748201169
342	0.05720622954
343	0.05719083246
344	0.05695244572
345	0.05694410841
346	0.05686140421
347	0.05678608323
348	0.05669784771
349	0.05659362649
350	0.05652309739
351	0.05621162587
352	0.05608995734
353	0.05601319344
354	0.05600497789
355	0.0559637241
356	0.05584408041
357	0.05579051936
358	0.05573779123
359	0.05572363723
360	0.05561171587
361	0.05548683457
362	0.05542324086
363	0.05523183651
364	0.05516343272
365	0.05504068565
366	0.05499462194
367	0.05491744363
368	0.05488228089
369	0.05480497087
370	0.05451031199
371	0.05435567303
372	0.05404843565
373	0.05396292907
374	0.05386618656
375	0.05361554643
376	0.05348762195
377	0.05339792095
378	0.05334745508
379	0.05330269619
380	0.05324152315
381	0.05319950508
382	0.05313645126
383	0.05304792936
384	0.05303990875
385	0.05298218288
386	0.05259687912
387	0.05258675384
388	0.05234075906
389	0.05211073956
390	0.05195163097
391	0.05188905586
392	0.05157198661
393	0.05155195222
394	0.05150553234
395	0.05143567808
396	0.05140574315
397	0.05129887745
398	0.05080448734
399	0.05074313682
400	0.05049133365
401	0.05044845116
402	0.05020519016
403	0.05002116677
404	0.049995121
405	0.04979152614
406	0.04968400596
407	0.04957531797
408	0.04951297147
409	0.0492483841
410	0.04923392533
411	0.04917038353
412	0.04911103334
413	0.04894411371
414	0.04879636371
415	0.04871466549
416	0.04838057891
417	0.04831672863
418	0.04827070955
419	0.04819217055
420	0.04784985979
421	0.04780834767
422	0.04771912629
423	0.04771070648
424	0.04762274483
425	0.04754555165
426	0.0474909246
427	0.0474117886
428	0.04727375559
429	0.04726632383
430	0.04717107995
431	0.04710259359
432	0.04704932721
433	0.04704259191
434	0.04692020508
435	0.04684585798
436	0.0467537278
437	0.04660166082
438	0.04635807239
439	0.04621325357
440	0.0461359207
441	0.04598007916
442	0.0459264273
443	0.04592115997
444	0.04582951007
445	0.04577584128
446	0.04542231098
447	0.04528814795
448	0.04527312924
449	0.04507232714
450	0.04499978418
451	0.04477271493
452	0.044611831
453	0.04449937427
454	0.04447334852
455	0.04433840104
456	0.04426912992
457	0.04420478794
458	0.04399506389
459	0.04386768016
460	0.04379207176
461	0.04375533935
462	0.04366750371
463	0.04355761186
464	0.04347407963
465	0.04339845714
466	0.04336457859
467	0.04314103603
468	0.04309432206
469	0.04288935279
470	0.04281743714
471	0.04270778166
472	0.04259260823
473	0.04252498469
474	0.04249058564
475	0.04224612661
476	0.04222504581
477	0.04208303327
478	0.04200999342
479	0.0419210261
480	0.04189393048
481	0.04172123598
482	0.04167207821
483	0.04159759194
484	0.04156566991
485	0.0415131287
486	0.04148210479
487	0.04146384131
488	0.04142044601
489	0.04114900059
490	0.04113053443
491	0.04095800096
492	0.04089447935
493	0.04069646454
494	0.04061437553
495	0.04044551156
496	0.0404005616
497	0.04029134086
498	0.04025380681
499	0.04015118454
500	0.0401280679
501	0.03998719309
502	0.03996386888
503	0.03985527258
504	0.03973207297
505	0.03968507146
506	0.03962258406
507	0.03944244754
508	0.03941338955
509	0.03935356533
510	0.03934746534
511	0.03934177302
512	0.03925811336
513	0.03917106371
514	0.03907032374
515	0.03894804476
516	0.03887846813
517	0.03879046414
518	0.03875502341
519	0.03869466242
520	0.03861047238
521	0.03842146828
522	0.03834813043
523	0.03823145362
524	0.03816485858
525	0.03815681557
526	0.03805536768
527	0.03797275904
528	0.037682079
529	0.03754753615
530	0.03740055666
531	0.03738889232
532	0.03738384066
533	0.03719331683
534	0.03710304953
535	0.0370532
536	0.03696572333
537	0.03677099634
538	0.03672571667
539	0.0366162178
540	0.03655339671
541	0.03649235219
542	0.03647887975
543	0.03639741177
544	0.03633204651
545	0.03616474366
546	0.03612336345
547	0.03611690073
548	0.03606355522
549	0.03597676646
550	0.03596292566
551	0.03586969715
552	0.03585286294
553	0.03569929717
554	0.03569407605
555	0.03561561631
556	0.03558650274
557	0.03553939718
558	0.03538981187
559	0.0352896347
560	0.03527404361
561	0.03519144377
562	0.03518694544
563	0.03497044201
564	0.03481722939
565	0.03480957006
566	0.03462919219
567	0.03462201358
568	0.03456616082
569	0.03449573172
570	0.03444752613
571	0.03441891382
572	0.03437061994
573	0.03429907761
574	0.03427414503
575	0.03420663288
576	0.03405155048
577	0.03397695297
578	0.03390504943
579	0.03381133082
580	0.03367522888
581	0.03360283805
582	0.03359985818
583	0.0334196568
584	0.03338550008
585	0.03327986109
586	0.03324520033
587	0.03319600091
588	0.03315497527
589	0.0331172302
590	0.03303852692
591	0.03298548628
592	0.03290087893
593	0.03284838335
594	0.03278924022
595	0.03262804384
596	0.032612883
597	0.03252026825
598	0.03236710722
599	0.03229623795
600	0.03224735973
601	0.03223260637
602	0.03215384637
603	0.03208262554
604	0.03204978968
605	0.0320435061
606	0.03192316977
607	0.03185098693
608	0.03171421966
609	0.03168273415
610	0.03163841422
611	0.03156166595
612	0.03152266083
613	0.0314867955
614	0.03137223585
615	0.03134686885
616	0.03120743002
617	0.03117796031
618	0.03113419291
619	0.03099522939
620	0.03093200496
621	0.03081017336
622	0.03076970518
623	0.03074764641
624	0.0307274807
625	0.03069519063
626	0.03065684839
627	0.03065203125
628	0.03064450521
629	0.03061761475
630	0.03061101165
631	0.03055797404
632	0.03042628329
633	0.03035699112
634	0.03031804008
635	0.03018650179
636	0.03014711667
637	0.03013961549
638	0.0300543134
639	0.03003364139
640	0.02999800227
641	0.0299889771
642	0.02995076923
643	0.02992223726
644	0.02987699858
645	0.02981543646
646	0.02977712464
647	0.0297526628
648	0.02960416303
649	0.02959925246
650	0.02953507271
651	0.02947029657
652	0.02946687761
653	0.02946200626
654	0.02936113105
655	0.0293307966
656	0.02931231093
657	0.02925906935
658	0.02918602622
659	0.02913817771
660	0.029127085
661	0.02907146224
662	0.02901142662
663	0.02893682639
664	0.02890897529
665	0.02882464027
666	0.02877506923
667	0.02872246838
668	0.02866575931
669	0.02866219805
670	0.02859848265
671	0.02858790837
672	0.02858615278
673	0.02857008425
674	0.0285107584
675	0.02847596136
676	0.02845871373
677	0.02843793401
678	0.02830594004
679	0.02826303596
680	0.02814301899
681	0.02810711215
682	0.02810244358
683	0.02805283051
684	0.0280458814
685	0.02801161816
686	0.02787495721
687	0.0278329966
688	0.02781770042
689	0.02780252859
690	0.02776067791
691	0.02772169743
692	0.02769016506
693	0.02765359445
694	0.02762965322
695	0.02758828184
696	0.02754457368
697	0.02751298151
698	0.02748012066
699	0.0274771152
700	0.02746707544
701	0.02744640335
702	0.02741436032
703	0.02737076066
704	0.02734873357
705	0.02734119801
706	0.02728696751
707	0.02714759568
708	0.02714467907
709	0.027104246
710	0.02702939405
711	0.02699535177
712	0.02691646873
713	0.02689232494
714	0.02685706565
715	0.02677807264
716	0.02674727001
717	0.02669987512
718	0.0266784864
719	0.02663767578
720	0.02659362467
721	0.02657120169
722	0.02645944599
723	0.026440399
724	0.02638822602
725	0.02635052287
726	0.02631027565
727	0.02622469324
728	0.02606892235
729	0.02605147835
730	0.02603368524
731	0.02599304933
732	0.02598982116
733	0.0259501669
734	0.0259447941
735	0.02593614684
736	0.02583659871
737	0.0257490015
738	0.02573214549
739	0.02564118446
740	0.02563539498
741	0.02551761431
742	0.02537203504
743	0.02533469986
744	0.02530622346
745	0.02524170152
746	0.02523708417
747	0.02516297505
748	0.02507713192
749	0.02503863099
750	0.02500963129
751	0.02496609912
752	0.02491199173
753	0.0248268945
754	0.02476106456
755	0.02474330638
756	0.02470311385
757	0.02466688909
758	0.02457976297
759	0.02457055746
760	0.02456617153
761	0.02455213053
762	0.02449066347
763	0.02447202195
764	0.02444293998
765	0.02440206616
766	0.02436835926
767	0.02433577034
768	0.02426967441
769	0.02419622611
770	0.02416338068
771	0.02410738758
772	0.02410165222
773	0.0240973226
774	0.02407205658
775	0.0240685277
776	0.02401544734
777	0.02400418349
778	0.02398598141
779	0.02396502625
780	0.02393914643
781	0.02393481539
782	0.02391095347
783	0.02386327806
784	0.02384797684
785	0.02382546655
786	0.02382039768
787	0.02378479792
788	0.02374991599
789	0.0237062453
790	0.02369435787
791	0.02367873616
792	0.02365150267
793	0.0236480411
794	0.02363129313
795	0.02359133662
796	0.02357027871
797	0.02353752684
798	0.02351032552
799	0.0234843619
800	0.02348085248
801	0.02346504985
802	0.02342687978
803	0.02340580442
804	0.0233895459
805	0.02336694242
806	0.02332810369
807	0.02330803876
808	0.0232604396
809	0.02323851167
810	0.02321410454
811	0.02318254916
812	0.0231540377
813	0.0231219647
814	0.02310849957
815	0.02296881437
816	0.02284256428
817	0.02271473032
818	0.02266385173
819	0.02265934632
820	0.02264763648
821	0.0225750096
822	0.02249651583
823	0.02246512953
824	0.02243653029
825	0.02234906247
826	0.02227911379
827	0.02225386001
828	0.0222486695
829	0.02221255709
830	0.02215932135
831	0.02213579818
832	0.02213269451
833	0.0220872835
834	0.02205115283
835	0.02201547741
836	0.02200476839
837	0.02194492729
838	0.02190045668
839	0.02180972231
840	0.02176621935
841	0.02171801918
842	0.02167121754
843	0.02161104604
844	0.02154795176
845	0.0215458491
846	0.02154235993
847	0.02152996864
848	0.02147379033
849	0.0214215613
850	0.02140525772
851	0.02130277891
852	0.02129733893
853	0.02126578315
854	0.02125978577
855	0.02123869853
856	0.02122021747
857	0.02121511603
858	0.02118154853
859	0.02114658884
860	0.0211243892
861	0.02105807599
862	0.02100770433
863	0.02096981538
864	0.02091069653
865	0.02089911649
866	0.0208782436
867	0.02087421678
868	0.02086790488
869	0.02081455358
870	0.0207518332
871	0.02071107456
872	0.02065144214
873	0.0206409576
874	0.02059899803
875	0.0204803938
